loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,risk_category
692,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,2900000,600000, Approved,4900000,2.5555555555555554,Medium Risk
693,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000, Approved,37700000,3.4305555555555554,Medium Risk
694,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,19600000,12400000, Approved,59400000,2.760869565217391,Low Risk
695,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,20600000,7100000, Approved,45700000,3.4035087719298245,High Risk
696,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000, Approved,5600000,2.4545454545454546,Low Risk
697,2, Not Graduate, Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000, Approved,6200000,2.0,Low Risk
698,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000, Approved,38900000,3.9833333333333334,High Risk
699,2, Graduate, Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000, Rejected,44700000,3.5185185185185186,High Risk
700,2, Not Graduate, Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000, Approved,41900000,3.8615384615384616,Low Risk
701,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000, Approved,42500000,2.3552631578947367,Low Risk
702,1, Graduate, No,2200000,4900000,8,509,3800000,0,5400000,2900000, Rejected,12100000,2.227272727272727,High Risk
703,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000, Approved,38600000,3.7936507936507935,Low Risk
704,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000, Rejected,38600000,2.3582089552238807,High Risk
705,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000, Approved,6200000,3.3076923076923075,Medium Risk
706,1, Not Graduate, No,2800000,6700000,12,322,1900000,2000000,8600000,2100000, Rejected,14600000,2.392857142857143,High Risk
707,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,15200000,3900000, Approved,32800000,2.7,Medium Risk
708,3, Not Graduate, Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000, Rejected,62300000,3.034090909090909,High Risk
709,0, Graduate, No,8900000,25800000,18,531,12400000,3400000,22900000,5400000, Rejected,44100000,2.898876404494382,High Risk
710,5, Not Graduate, No,7000000,21800000,4,631,8100000,7100000,14600000,10000000, Approved,39800000,3.1142857142857143,Medium Risk
711,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000, Rejected,49900000,2.6956521739130435,High Risk
712,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,30400000,5700000, Rejected,67100000,3.1739130434782608,High Risk
713,0, Graduate, Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000, Approved,40800000,3.2295081967213113,Medium Risk
714,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000, Approved,29500000,3.340909090909091,Low Risk
715,4, Not Graduate, No,9900000,22700000,12,567,28300000,9900000,29700000,5400000, Approved,73300000,2.292929292929293,Medium Risk
716,5, Not Graduate, No,3900000,14000000,4,708,700000,1800000,15600000,5200000, Approved,23300000,3.58974358974359,Medium Risk
717,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000, Approved,42100000,3.1176470588235294,High Risk
718,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,7800000,4100000, Rejected,22000000,2.4166666666666665,High Risk
719,4, Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000, Approved,5000000,3.7142857142857144,Medium Risk
720,2, Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000, Rejected,30600000,2.125,High Risk
721,4, Graduate, No,1800000,4100000,12,670,1900000,2900000,4700000,2200000, Approved,11700000,2.2777777777777777,Medium Risk
722,3, Not Graduate, No,5600000,21000000,12,609,8800000,11000000,15800000,4900000, Approved,40500000,3.75,Medium Risk
723,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000, Rejected,44000000,3.5588235294117645,High Risk
724,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000, Rejected,3900000,2.5,High Risk
725,1, Not Graduate, No,4200000,16200000,14,391,5800000,2100000,14100000,2600000, Rejected,24600000,3.857142857142857,High Risk
726,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000, Approved,19800000,3.74,Low Risk
727,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000, Rejected,32700000,2.975609756097561,High Risk
728,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000, Approved,15800000,4.0,Low Risk
729,1, Not Graduate, No,3400000,8600000,16,312,6400000,6100000,8400000,3000000, Rejected,23900000,2.5294117647058822,High Risk
730,0, Graduate, No,7100000,15900000,14,746,9500000,3900000,23500000,8000000, Approved,44900000,2.23943661971831,Medium Risk
731,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000, Rejected,48200000,3.3793103448275863,High Risk
732,2, Graduate, No,3400000,12900000,14,857,3400000,2500000,8700000,1900000, Approved,16500000,3.7941176470588234,Low Risk
733,2, Not Graduate, No,7700000,18300000,20,504,14600000,500000,18300000,4600000, Rejected,38000000,2.3766233766233764,High Risk
734,0, Graduate, No,500000,1200000,14,556,900000,0,1800000,500000, Approved,3200000,2.4,Medium Risk
735,2, Graduate, Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000, Rejected,34900000,2.0754716981132075,High Risk
736,0, Graduate, No,4700000,14400000,14,881,11000000,6100000,17600000,2400000, Approved,37100000,3.0638297872340425,Low Risk
737,2, Graduate, Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000, Approved,27400000,2.8372093023255816,Medium Risk
738,2, Graduate, Yes,900000,2500000,16,458,-100000,100000,3200000,1100000, Rejected,4300000,2.7777777777777777,High Risk
739,4, Graduate, No,2000000,7500000,14,857,4300000,1500000,4200000,2100000, Approved,12100000,3.75,Low Risk
740,2, Graduate, Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000, Rejected,16400000,3.8,High Risk
741,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000, Rejected,19200000,3.8780487804878048,High Risk
742,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000, Approved,53300000,2.0869565217391304,Low Risk
743,5, Graduate, Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000, Rejected,18300000,2.652173913043478,High Risk
744,5, Graduate, Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000, Rejected,33900000,2.8620689655172415,High Risk
745,5, Not Graduate, No,8000000,30000000,14,549,14800000,200000,17300000,7000000, Rejected,39300000,3.75,High Risk
746,3, Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000, Approved,27000000,3.4324324324324325,Medium Risk
747,0, Not Graduate, No,2600000,8400000,18,861,0,3500000,6200000,3800000, Approved,13500000,3.230769230769231,Low Risk
748,0, Not Graduate, No,3000000,7000000,12,409,6400000,4900000,8000000,3500000, Rejected,22800000,2.3333333333333335,High Risk
749,4, Graduate, No,2700000,10200000,4,528,7800000,2200000,10000000,1600000, Approved,21600000,3.7777777777777777,High Risk
750,4, Not Graduate, No,5700000,19600000,8,691,8800000,2200000,12100000,3000000, Approved,26100000,3.43859649122807,Medium Risk
751,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000, Approved,11700000,2.4,Medium Risk
752,5, Not Graduate, No,6800000,20000000,4,459,14500000,3000000,25000000,4900000, Rejected,47400000,2.9411764705882355,High Risk
753,1, Graduate, Yes,8100000,31700000,10,755,0,12700000,30100000,4700000, Approved,47500000,3.9135802469135803,Low Risk
754,3, Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000, Approved,58100000,3.010869565217391,Medium Risk
755,1, Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000, Rejected,31700000,3.4210526315789473,High Risk
756,4, Graduate, No,600000,1600000,20,869,1400000,1000000,1700000,200000, Approved,4300000,2.6666666666666665,Low Risk
757,1, Not Graduate, Yes,4700000,18700000,20,445,2100000,0,11100000,4000000, Rejected,17200000,3.978723404255319,High Risk
758,0, Graduate, No,1400000,5500000,6,393,500000,1500000,5400000,1800000, Rejected,9200000,3.9285714285714284,High Risk
759,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000, Rejected,51600000,2.617021276595745,High Risk
760,2, Graduate, No,9700000,19900000,16,395,2800000,13700000,37000000,10800000, Rejected,64300000,2.051546391752577,High Risk
761,3, Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000, Approved,39000000,2.359550561797753,Low Risk
762,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000, Approved,26900000,2.282608695652174,Low Risk
763,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000, Rejected,39900000,2.5892857142857144,High Risk
764,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000, Approved,7500000,3.2,Low Risk
765,3, Graduate, No,3500000,10300000,16,324,2400000,900000,12600000,2400000, Rejected,18300000,2.942857142857143,High Risk
766,0, Not Graduate, No,7900000,31500000,14,849,19400000,10300000,26600000,10600000, Approved,66900000,3.9873417721518987,Low Risk
767,3, Graduate, Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000, Approved,39900000,3.9672131147540983,Medium Risk
768,3, Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000, Approved,66500000,2.348314606741573,Low Risk
769,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000, Approved,25800000,2.9056603773584904,Medium Risk
770,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000, Approved,9800000,3.6923076923076925,High Risk
771,3, Graduate, No,4000000,12800000,18,635,6000000,7000000,12900000,4200000, Approved,30100000,3.2,Medium Risk
772,2, Not Graduate, No,8700000,22700000,4,365,8200000,14800000,30200000,7200000, Rejected,60400000,2.6091954022988504,High Risk
773,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000, Approved,66800000,2.1052631578947367,Low Risk
774,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000, Rejected,54200000,2.2222222222222223,High Risk
775,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000, Approved,51500000,3.191780821917808,Medium Risk
776,3, Graduate, Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000, Approved,28800000,3.472972972972973,High Risk
777,5, Not Graduate, No,3100000,10800000,10,681,5100000,1700000,7400000,1500000, Approved,15700000,3.4838709677419355,Medium Risk
778,2, Graduate, No,4300000,9400000,2,485,11000000,8100000,11000000,2200000, Rejected,32300000,2.186046511627907,High Risk
779,1, Graduate, Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000, Approved,16600000,3.4583333333333335,Medium Risk
780,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000, Approved,30100000,3.314814814814815,Medium Risk
781,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000, Approved,9700000,3.1875,Low Risk
782,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000, Approved,79200000,2.0606060606060606,Low Risk
783,3, Not Graduate, No,5800000,20100000,18,791,1400000,10800000,16300000,5600000, Approved,34100000,3.4655172413793105,Low Risk
784,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000, Approved,15500000,3.8636363636363638,Low Risk
785,0, Graduate, No,5000000,14400000,2,761,-100000,7300000,12600000,4500000, Approved,24300000,2.88,Low Risk
786,2, Not Graduate, Yes,600000,2100000,18,572,400000,500000,1400000,300000, Approved,2600000,3.5,Medium Risk
787,4, Graduate, No,2200000,8600000,6,601,2700000,2900000,6700000,3300000, Approved,15600000,3.909090909090909,Medium Risk
788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000, Approved,16400000,2.1153846153846154,Low Risk
789,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000, Approved,7900000,3.5833333333333335,Medium Risk
790,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000, Rejected,20100000,2.806451612903226,High Risk
791,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000, Approved,24500000,3.152173913043478,Medium Risk
792,4, Graduate, Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000, Rejected,61500000,3.817204301075269,High Risk
793,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000, Rejected,45300000,2.126984126984127,High Risk
794,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000, Rejected,34800000,3.5254237288135593,High Risk
795,2, Graduate, Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000, Approved,12500000,3.6551724137931036,Medium Risk
796,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000, Rejected,46000000,3.6721311475409837,High Risk
797,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000, Rejected,40500000,3.3389830508474576,High Risk
798,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000, Rejected,29200000,4.0,High Risk
799,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000, Approved,56800000,2.8857142857142857,Medium Risk
800,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000, Rejected,37000000,2.0392156862745097,High Risk
801,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000, Approved,20400000,3.4193548387096775,Medium Risk
802,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000, Rejected,37200000,3.1219512195121952,High Risk
803,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000, Approved,13600000,3.0,Medium Risk
804,4, Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000, Rejected,78300000,3.2804878048780486,High Risk
805,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000, Approved,5200000,2.625,Medium Risk
806,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000, Approved,39000000,2.75,Medium Risk
807,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000, Approved,43700000,3.988235294117647,Medium Risk
808,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000, Approved,26900000,3.8484848484848486,Medium Risk
809,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000, Rejected,30700000,2.206896551724138,High Risk
810,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000, Approved,19200000,2.3863636363636362,Medium Risk
811,1, Not Graduate, No,2600000,8500000,2,491,1700000,1800000,5300000,2600000, Approved,11400000,3.269230769230769,High Risk
812,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000, Approved,72600000,2.9270833333333335,Low Risk
813,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000, Approved,28800000,3.480769230769231,Low Risk
814,5, Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000, Rejected,55000000,3.752577319587629,High Risk
815,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0, Approved,1200000,4.0,Medium Risk
816,3, Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000, Rejected,32400000,2.5846153846153848,High Risk
817,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000, Approved,39300000,3.2083333333333335,Medium Risk
818,0, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000, Approved,37100000,3.5384615384615383,Medium Risk
819,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000, Approved,38600000,2.169230769230769,Medium Risk
820,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000, Approved,15600000,2.4347826086956523,Medium Risk
821,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000, Approved,26900000,3.1515151515151514,High Risk
822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000, Approved,16300000,2.95,Low Risk
823,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000, Rejected,42000000,2.3493975903614457,High Risk
824,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000, Approved,17900000,3.763157894736842,Medium Risk
825,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000, Approved,24700000,2.736842105263158,Medium Risk
826,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000, Approved,50800000,2.712328767123288,Medium Risk
827,1, Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000, Approved,9300000,3.375,Medium Risk
828,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000, Approved,3500000,3.125,Low Risk
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000, Rejected,42100000,3.4761904761904763,High Risk
830,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000, Approved,66700000,2.0113636363636362,Medium Risk
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000, Approved,39100000,1.9863013698630136,Low Risk
832,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000, Approved,20700000,2.3947368421052633,Low Risk
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000, Approved,53200000,2.693548387096774,Low Risk
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000, Approved,23000000,2.7142857142857144,Medium Risk
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000, Approved,9400000,3.5714285714285716,High Risk
836,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000, Approved,19400000,3.4285714285714284,Low Risk
837,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000, Rejected,4500000,3.3333333333333335,High Risk
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000, Rejected,31500000,2.6341463414634148,High Risk
839,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000, Approved,24600000,2.1296296296296298,Low Risk
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000, Approved,12300000,3.35,Medium Risk
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000, Rejected,23000000,2.5428571428571427,High Risk
842,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000, Approved,63900000,3.6144578313253013,Medium Risk
843,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000, Approved,31900000,2.328358208955224,Low Risk
844,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000, Rejected,10800000,3.4210526315789473,High Risk
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000, Rejected,35800000,3.2153846153846155,High Risk
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000, Approved,4700000,3.0,Low Risk
847,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000, Approved,56900000,3.2857142857142856,Low Risk
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000, Rejected,45600000,2.0,High Risk
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000, Rejected,15900000,2.5384615384615383,High Risk
850,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000, Rejected,69100000,2.0434782608695654,High Risk
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000, Approved,12100000,2.3333333333333335,Medium Risk
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000, Approved,31300000,3.7755102040816326,Medium Risk
853,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000, Rejected,36100000,2.175438596491228,High Risk
854,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000, Rejected,1800000,2.6666666666666665,High Risk
855,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000, Rejected,6700000,2.0,High Risk
856,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000, Rejected,27300000,2.7,High Risk
857,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000, Rejected,14300000,3.1818181818181817,High Risk
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000, Approved,47600000,2.75,Low Risk
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000, Rejected,17200000,2.5833333333333335,High Risk
860,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000, Rejected,3100000,3.0,High Risk
861,4, Graduate, No,6200000,17300000,6,837,12600000,3700000,24700000,4600000, Approved,45600000,2.7903225806451615,Low Risk
862,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000, Approved,47300000,3.236842105263158,Low Risk
863,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000, Approved,28400000,2.2083333333333335,Medium Risk
864,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,12300000,5700000, Approved,23600000,2.1904761904761907,Low Risk
865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000, Approved,56700000,2.875,Medium Risk
866,5, Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000, Rejected,48200000,3.171875,High Risk
867,0, Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000, Approved,51000000,2.5842696629213484,Medium Risk
868,3, Not Graduate, No,5100000,14500000,12,306,700000,8800000,11600000,2900000, Rejected,24000000,2.843137254901961,High Risk
869,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000, Rejected,49500000,3.0952380952380953,High Risk
870,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,25100000,7400000, Approved,39300000,3.3484848484848486,High Risk
871,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000, Approved,34800000,3.0625,High Risk
872,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000, Approved,1000000,2.0,Medium Risk
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved,34800000,3.44,Low Risk
874,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,34100000,7700000, Approved,56100000,3.8555555555555556,Low Risk
875,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,11800000,5400000, Approved,34500000,2.314814814814815,Medium Risk
876,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,5400000,1900000, Rejected,8100000,2.6470588235294117,High Risk
877,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,17000000,5200000, Rejected,39300000,2.6744186046511627,High Risk
878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000, Approved,43200000,2.1538461538461537,Medium Risk
879,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,14000000,5700000, Rejected,22800000,3.8636363636363638,High Risk
880,1, Not Graduate, Yes,3900000,7800000,14,349,11200000,500000,11800000,3600000, Rejected,27100000,2.0,High Risk
881,0, Graduate, No,1100000,3300000,10,482,2800000,300000,2900000,1600000, Rejected,7600000,3.0,High Risk
882,2, Graduate, No,2500000,8200000,10,429,1500000,4100000,5900000,2200000, Rejected,13700000,3.28,High Risk
883,4, Graduate, No,500000,1300000,8,471,500000,300000,1500000,700000, Rejected,3000000,2.6,High Risk
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved,52800000,3.6,Low Risk
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved,31800000,3.980392156862745,Low Risk
886,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,15500000,6100000, Approved,33800000,2.5961538461538463,Low Risk
887,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000, Approved,26300000,2.022727272727273,Low Risk
888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000, Approved,14400000,2.210526315789474,Low Risk
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000, Approved,33600000,2.880434782608696,Medium Risk
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000, Rejected,22800000,3.4375,High Risk
891,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,11100000,6500000, Rejected,19200000,2.183673469387755,High Risk
892,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000, Rejected,34200000,2.1041666666666665,High Risk
893,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000, Rejected,81300000,2.6774193548387095,High Risk
894,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000, Approved,31200000,3.28,Medium Risk
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved,50800000,2.847457627118644,Low Risk
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000, Rejected,83300000,2.9680851063829787,High Risk
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000, Approved,18500000,2.5283018867924527,Medium Risk
898,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000, Approved,25900000,2.4324324324324325,Medium Risk
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000, Rejected,20300000,2.32,High Risk
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000, Approved,14500000,3.857142857142857,Low Risk
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000, Approved,38700000,3.962962962962963,Medium Risk
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000, Rejected,16300000,3.032258064516129,High Risk
903,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,17800000,3500000, Approved,32300000,3.2291666666666665,Low Risk
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000, Approved,36800000,1.9886363636363635,Low Risk
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved,21500000,3.6341463414634148,Medium Risk
906,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000, Rejected,75000000,3.814432989690722,High Risk
907,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000, Approved,35000000,3.765625,Medium Risk
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000, Rejected,18000000,3.8529411764705883,High Risk
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000, Rejected,25500000,2.914285714285714,High Risk
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000, Rejected,15300000,3.125,High Risk
911,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000, Approved,35200000,2.673469387755102,Low Risk
912,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,3300000,800000, Rejected,4700000,3.6923076923076925,Low Risk
913,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000, Approved,17700000,2.16,Medium Risk
914,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,26200000,6100000, Approved,46700000,3.64,Medium Risk
